Land,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Tomorrowland,Tomorrowland,,,2,Ghosts of Venus,Dan Foliart,,4:12,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,3,Strange Things,Dan Foliart,,2:51,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,4,Moving Through Tie,Dan Foliart,,2:39,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,5,Liquid Space,Dan Foliart,,2:55,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,6,Seize the Future,Dan Foliart,,3:05,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,7,There’s a Great Big Beautiful Tomorrow,Dan Foliart,,2:35,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,8,Space Kitchen,Dan Foliart,,2:36,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,9,Now is the Time,Dan Foliart,,2:05,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,10,Dance of the Molecules,Dan Foliart,,3:26,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,11,Aurora Borealis (If You Had Wings),Dan Foliart,,2:20,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,12,Planetary Motion,Dan Foliart,,2:38,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,13,Perpetual Motion,Dan Foliart,,2:30,,,,,"January 1, 2005",
Tomorrowland,Tomorrowland,,,14,Swanson's Lab (The Monorail Song),Dan Foliart,,2:47,,,,,"January 1, 2005",
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",Unknown,"Tracks from Tomorrowland 2055 recording sessions and original EPCOT entrance music. This played in the Space Mountain exterior queue area, restrooms and breezeway outside the Starcade. Discussed on MouseBits: https://mousebits.com/smf/index.php?topic=7942.msg79422#msg79422 and https://mousebits.com/smf/index.php?topic=3451.msg30728#msg30728 and https://mousebits.com/smf/index.php?topic=8512.msg80022#msg80022 and https://disneymusicloops.tripod.com/dlr/dlr-tom-smc.html. Also see Magic Music, https://community.magicmusic.net/threads/disneyland-music-loops.17/page-2#post-159 (2002). ",1,"Tomorrowland 2055
  Fanfare",,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,2,Tomorrowland 2055 Theme & Fanfare,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,3,Energy,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,4,Timekeeper,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,5,Golden Dream,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,6,Miracles from Molecules,,Disneyland Forever,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,7,It's Fun to be Free,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,8,Monorail Song,,Disneyland Forever,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,9,Listen to the Land,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,10,Tomorrowland 2055 Theme #1,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,11,Tomorrowland 2055 Theme #2,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,12,One Little Spark,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,13,"20,000 Leagues Under the Sea",,Disneyland Forever,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,14,Nemo's Theme,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,15,Go Go Goodyear,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,16,Magic Journeys,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,17,Pop Goes the Weasel,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,18,We are Here to Change the World,,,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,19,Universe of Energy,,Disneyland Forever,,,,,,,
Tomorrowland,"Space Mountain Concourse v.3, Tomorrowland 2055",,,20,Great Big Beautiful Tomorrow,,Disneyland Forever,,From the “Tomorrowland 2055” recording session,,,,,
Tomorrowland,The Observatron,N/A,An edited version of one of these tracks played every 15 minutes when the Observatron was in motion. Discussed on MouseBits: https://mousebits.com/smf/index.php?topic=7942.msg79423#msg79423 Last operation was sometime between 2013 and 2017.,,The Rocketeer,,,,Possibly stopped playing at some point between 2012-2014.,,,,"May 22, 1998",
Tomorrowland,The Observatron,,,,Space Mountain: De la Terre à la Lune (Space Mountain: From the Earth to the Moon),,,,,,,,"May 22, 1998",
Tomorrowland,The Observatron,,,,Iron Will,,,,Possibly stopped playing at some point between 2012-2014.,,,,"May 22, 1998",
Tomorrowland,The Observatron,,,,Le Visionarium (The Timekeeper),,,,,,,,"May 22, 1998",
Tomorrowland,Space Mountain Concourse v.1,00:24:06,"This track is a collection of synthesized moog music composed by Don Dorsey. runs about 24:30, and played around the Space Mountain entrance/Space Stage area from October 1977 to around September 1986 (when Space Stage was enclosed into the Magic Eye Theater/Captain EO and the augmented EPCOT Center entrance loop was brought in). See MouseBits, https://mousebits.com/smf/index.php?topic=7450.msg64774#msg64774 (2012), https://community.magicmusic.net/threads/space-mountain-music-question.641/#post-4158 (2003) and https://mousebits.com/smf/index.php?topic=9854.msg98981#msg98981 (2022).",1,See loop notes,Don Dorsey,Unreleased,,,,,,"October 1, 1977 → September 1, 1986",
Tomorrowland,Space Place [PRE; INC],Unknown,"About 15 minutes of an identified loop from a Jack Wagner tape https://waltsmusic.com/index.php/home/other-disney-media/item/390-disneyland-tomorrowland-background-music-1977?highlight=WyJ0b21vcnJvd2xhbmQiXQ==, with the title: Disneyland Tomorrowland Background Music 1977, Likely played in the Space Place restaurant, or on the monorail speedramp. Discussed on MouseBits: https://mousebits.com/smf/index.php?topic=9854.msg92652#msg92652 (2012).",1,My Place in Space,Jimmy Smith,Sit On It!,,,,,,"January 1, 1977 → January 1, 1996",
Tomorrowland,Space Place [PRE; INC],,,2,Shadows,The Mysterious Flying Orchestra,The Mysterious Flying Orchestra,,,,,,"January 1, 1977 → January 1, 1996",
Tomorrowland,Space Place [PRE; INC],,,3,Affirmation,George Benson,Breezin’,,,,,,"January 1, 1977 → January 1, 1996",
Tomorrowland,Space Place [PRE; INC],,,4,Crystal Mellow,The Memphis Horn,High on Music,,,,,,"January 1, 1977 → January 1, 1996",
Tomorrowland,The Star Trader v.1 [REF],01:00:13,Compiled by C33 on MouseBits: https://mousebits.com/smf/index.php?topic=6872.msg67554#msg67554 and https://community.magicmusic.net/playlists/the-star-trader-2003.50/. All tracks from the three disc box set.,1,The Unidentified Flying Object ,Perrey & Kingsley,The Out Sound From Way In!,,,1,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,2,The Little Man from Mars ,Perrey & Kingsley,The Out Sound From Way In!,,,2,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,3,Cosmic Ballad ,Perrey & Kingsley,The Out Sound From Way In!,,,3,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,4,Swan’s Splashdown ,Perrey & Kingsley,The Out Sound From Way In!,,,4,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,5,Barnyard in Orbit ,Perrey & Kingsley,The Out Sound From Way In!,,,6,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,6,Spooks in Space ,Perrey & Kingsley,The Out Sound From Way In!,,,7,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,7,Electronic Can-Can ,Perrey & Kingsley,The Out Sound From Way In!,,,9,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,8,Computer in Love ,Perrey & Kingsley,The Out Sound From Way In!,,,11,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,9,Visa to the Stars ,Perrey & Kingsley,The Out Sound From Way In!,,,12,1,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,10,The Little Ships ,Perrey & Kingsley,The Out Sound From Way In!,,,2,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,11,Island in Space ,Perrey & Kingsley,The Out Sound From Way In!,,,3,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,12,The Mexican Cactus ,Perrey & Kingsley,The Out Sound From Way In!,,,4,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,13,Porcupine Rock ,Perrey & Kingsley,The Out Sound From Way In!,,,5,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,14,The Little Girl From Mars ,Perrey & Kingsley,The Out Sound From Way In!,,,6,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,15,Mister James Bond ,Perrey & Kingsley,The Out Sound From Way In!,,,7,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,16,Frère Jean Jacques ,Perrey & Kingsley,The Out Sound From Way In!,,,8,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,17,Brazilian Flower ,Perrey & Kingsley,The Out Sound From Way In!,,,9,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,18,In the Heart of a Rose ,Perrey & Kingsley,The Out Sound From Way In!,,,10,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,19,The Minuet of the Robots ,Perrey & Kingsley,The Out Sound From Way In!,,,11,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,20,"Four, Three, Two, One ",Perrey & Kingsley,The Out Sound From Way In!,,,12,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,21,Gypsy in Rio ,Perrey & Kingsley,The Out Sound From Way In!,,,13,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,22,Cat in the Night ,Perrey & Kingsley,The Out Sound From Way In!,,,17,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,23,Moog Indigo ,Perrey & Kingsley,The Out Sound From Way In!,,,19,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,24,Gossipo Perpetuo ,Perrey & Kingsley,The Out Sound From Way In!,,,20,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,The Star Trader v.1 [REF],,,25,Passport to the Future ,Perrey & Kingsley,The Out Sound From Way In!,,,25,2,,"January 1, 2003 → July 27, 2010",
Tomorrowland,Season of the Force [REF],00:48:20,"All of the tracks are from the standard Star Wars soundtrack, unless otherwise noted. Compiled by Pixelated and SuperHotLarry. It plays from speakers mounted on the old Peoplemover/Rocket Rods tracks as you walk in from the Hub and from the much bigger speakers at the base of the Observatron, and speakers along the side of the Galactic Grill. https://mousebits.com/smf/index.php?topic=9235.msg87376#msg87376",1,Parade of the Ewoks,,Return of the Jedi,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,2,End Credits (Instrumental),,The Phantom Menace (Ultimate Edition),,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,3,Lando's Palace,,The Empire Strikes Back,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,4,Han Solo and the Princess,,The Empire Strikes Back,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,5,The Arrival at Tatooine and The Flag Parade,,The Phantom Menace,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,6,The Tractor Beam/Chasm Crossfire,,A New Hope,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,7,The Rebel Fleet/End Title (Medley),,The Empire Strikes Back,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,8,The Land of the Sandpeople,,The Ultimate Digital Collection (Episode IV),,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,9,Emperor's Throne Room,,Return of the Jedi,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,10,The Emperor Arrives/The Death of Yoda/Obi-Wan's Revelation (Medley),,Return of the Jedi,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,11,Luke and Leia,,Return of the Jedi,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,12,The Rebel Fleet/End Title (Medley),,The Empire Strikes Back,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,13,Across the Stars (Love Theme),,Attack of the Clones,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,14,Star Wars Main Title & A Galaxy Divided,,The Clone Wars,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,15,Across the Stars (Love Theme),,Attack of the Clones,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,16,Grievous Speaks to Lord Sidious,,Revenge of the Sith,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,17,End Credits (Instrumental),,The Phantom Menace (Ultimate Edition),,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,18,"The Battle of Yavin (Launch from the Fourth Moon/X-Wings Draw Fire/Use
  the Force)",,A New Hope,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,19,Panaka And The Queen's Protectors,,The Phantom Menace,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,20,Confrontation with Count Dooku and Finale,,Attack of the Clones,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,21,Leia's News/Light of the Force (Medley),,Return of the Jedi,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,22,Yoda and the Force,,Empire Strikes Back,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,23,The Throne Room/End Title,,A New Hope,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,24,Across the Stars (Love Theme),,Attack of the Clones,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,25,Princess Leia's Theme,,A New Hope,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,26,Love Pledge and the Arena,,Attack of the Clones,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,27,Panaka And The Queen's Protectors,,The Phantom Menace,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,28,The Asteroid Field,,The Empire Strikes Back,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,29,The Throne Room/End Title,,A New Hope,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,30,The Desert and the Robot Auction,,A New Hope,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Season of the Force [REF],,,31,Across the Stars (Love Theme),,Attack of the Clones,,,,,,"November 16, 2015",Season of the Force
Tomorrowland,Wreck-It Ralph Meet and Greet,00:48:21.864,Played at the Starcade Wreck-it Ralph Meet and Greet ca. 2012 to 2014. Compiled by Pixelated and others on MouseBits: https://mousebits.com/smf/index.php?topic=7699.msg68678#msg68678 (2012).,1,Super Mario World BGM,,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,2,Super Mario Brothers,,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,3,Mii Channel (Nintendo Wii),The OneUps,Volume 2,Edited,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,4,"Dr. Mario - Chill, Fever",Retro Remix Revue,"Retro Remix Revue, Volume 1",,Edited,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,5,Tron Scherzo (Bit's Game Boy Mix),8 Bit Weapon,Tron Tribute EP,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,6,Thriller,The Greatest Bits,Moonwalker: 8-Bit Tribute to Michael Jackson,,Edited,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,7,Zelda,,Nintendo NES in-game OST,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,8,The Legend of Zelda (Original Mix),Zedd,Electric Carnival 2011,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,9,Goonies 'R' Good Enough (Nintendo 8bit version) (Remix),,,,Edited; https://www.youtube.com/watch?v=phGS0VdpM0E,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,10,Main Theme (Angry Birds),London Philharmonic Orchestra,The Greatest Video Game Music,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,11,Pokemon,,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,12,"Super Mario Brothers 3 - Overworld BGM, Athletic BGM",Retro Remix Revue,"Retro Remix Revue, Volume 2",,Edited,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,13,Gameboy Tune,Tomáš Dvorák,Machinarium Soundtrack,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,14,Dark Overworld (Legend Of Zelda: A Link To The Past),"Nintendo, Koji Kondo",,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,15,Glory,"Colin O'Malley, Aron Sapp",Madden NFL 13,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,16,'Arena Showdown - Main Theme',David Clynick,Perfect Dark Zero,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,17,Wreck-It Ralph,Henry Jackman,Wreck-It Ralph OST,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,18,Sky Kid Theme,,,,Possibly could be the Sky Kid Retro Medley from the Smash Bros Series.,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,19,Super Mario World Title Theme,,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,20,Emerald Hill Zone,Sega,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,21,Green Hill Zone (Sonic the Hedgehog),The OneUps,Volume 2,,Edited,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,22,The Legend of Zelda,David Arkenstone,Best of the Best: Collector's Edition,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,23,Tetris (Instrumental),The Video Game Music Orchestra,The Best of Retro Video Games,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,24,Pac-Man Fever [1982],Buckner & Garcia,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,25,"Birds, Stars, Pigs and Quasars [Angry Birds]",The OneUps,Intergalactic Continuum,,Edited,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,26,Contra,,Nintendo NES in-game OST,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,27,Smooth Criminal,The Greatest Bits,Moonwalker: 8-Bit Tribute to Michael Jackson,,Edited,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,28,"Kingdom Hearts ",Jack Wall & Slovak National Symphony Orchestra,Video Games Live,,"Alternatively, could be Hikari (Orchestrated) - Kingdom Hearts ",,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,29,Nate's Theme,Greg Edmundson,Uncharted 3: Drake's Deception OST,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,30,Halo,Martin O'Donnell & Michael Salvatori,,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,31,Double Dragon,,Nintendo NES in-game OST,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Wreck-It Ralph Meet and Greet,,,32,Wicked Child (Outdoor BGM),Konami Kukeiha Club,Konami Game Music: Classic Castlevania,,,,,,"October 28, 2012 → November 1, 2014",
Tomorrowland,Big Hero 6 Meet and Greet,Unknown,"This loop played at the Big Hero 6 Meet and Greet in the Starcade ca. 2014 to 2015. There's some edits in the score tracks, and a one-measure addition right in the midst of Huggable Detective that isn't on the soundtrack. https://mousebits.com/smf/index.php?topic=8836.msg84669#msg84669",1,Immortals,Fall Out Boy,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,2,"Hiro
  Hamada",Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,3,Microbots,Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,4,"Huggable
  Detective",Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,5,Upgrades,Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,6,"So
  Much More",Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,7,"First
  Flight",Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Big Hero 6 Meet and Greet,,,8,"Big
  Hero 6",Henry Jackman,Big Hero 6 (soundtrack),,,,,,"November 7, 2014 → January 1, 2015",
Tomorrowland,Innoventions 'Ring Loop',Unknown,"Music would play upon entering Innoventions, and Tom Morrow would sing a themed version of the main attraction theme. Song would change depending on what zone you were entering. These were bigger and bouncier than the exterior versions. See MouseBits: https://mousebits.com/smf/index.php?topic=8802.msg84034#msg84034 and Magic Music: https://community.magicmusic.net/threads/disneylands-innoventions-area-loop-question-about-track.3570/#post-23714",1,Great Big World Of Innoventions (Home Version),Buddy Baker,Unreleased,,Interpolates instrumental from “There’s No Place Like Home” (by Glen Campbell?). The exterior version was released on DLF.,,,,"November 10, 1998 → January 1, 2012",
Tomorrowland,Innoventions 'Ring Loop',,,2,Great Big World Of Innoventions (Sports Version),Buddy Baker,Unreleased,,Interpolates instrumental from the “Medfield Fight Song” played in the film The Absent-Minded Professor.,,,,"November 10, 1998 → January 1, 2012",
Tomorrowland,Innoventions 'Ring Loop',,,3,Great Big World Of Innoventions (Education Version),Buddy Baker,Unreleased,,"Interpolates instrumental from the Victorian classic song “School Days.” (i.e., School Days, School Days, dear old Golden Rule days…)",,,,"November 10, 1998 → January 1, 2012",
Tomorrowland,Innoventions 'Ring Loop',,,4,Great Big World Of Innoventions (Transportation Version),Buddy Baker,Unreleased,,Interpolates instrumental underliner from “The Monorail Song” composed by Buddy Baker.,,,,"November 10, 1998 → January 1, 2012",
Tomorrowland,Innoventions 'Ring Loop',,,5,Great Big World Of Innoventions (Entertainment Version),Buddy Baker,Unreleased,,Interpolates instrumental underliner from “We're the Mouseketeers.”,,,,"November 10, 1998 → January 1, 2012",
Tomorrowland,Innoventions (exterior),Unknown,"Also a Buddy Baker-composed loop, this plays from the speakers on the non-moving portion of the building. It has more subdued versions of the interior cues.  https://mousebits.com/smf/index.php?topic=8802.msg84034#msg84034 Also see the Magic Music thread https://community.magicmusic.net/threads/innoventions-dl.4465/#post-31990 and https://community.magicmusic.net/threads/disneylands-innoventions-area-loop-question-about-track.3570/#post-23714",1,Great Big World Of Innoventions (Home Version),Buddy Baker,Disneyland Forever System,,Interpolates instrumental from “There’s No Place Like Home” (by Glen Campbell?). The exterior version was released on DLF.,,,,"November 10, 1998 → March 31, 2015",
Tomorrowland,Innoventions (exterior),,,2,Great Big World Of Innoventions (Sports Version),Buddy Baker,Unreleased,,Interpolates instrumental from the “Medfield Fight Song” played in the film The Absent-Minded Professor.,,,,,
Tomorrowland,Innoventions (exterior),,,3,Great Big World Of Innoventions (Education Version),Buddy Baker,Unreleased,,"Interpolates instrumental from the Victorian classic song “School Days.” (i.e., School Days, School Days, dear old Golden Rule days…)",,,,,
Tomorrowland,Innoventions (exterior),,,4,Great Big World Of Innoventions (Transportation Version),Buddy Baker,Unreleased,,Interpolates instrumental underliner from “The Monorail Song” composed by Buddy Baker.,,,,,
Tomorrowland,Innoventions (exterior),,,5,Great Big World Of Innoventions (Entertainment Version),Buddy Baker,Unreleased,,Interpolates instrumental underliner from “We're the Mouseketeers.”,,,,,
Tomorrowland,Innoventions (interior),00:19:47,"The EPCOT Future World/Innoventions Plaza BGM Loop apparently has been played, off and on (as recently as 2010), from the top of the Tree of Knowledge, with the electronic bug sounds coming from the bottom. Usually, though, it's too loud in there to hear. It’s https://community.magicmusic.net/threads/epcot-innoventions-loop-at-dl.4569/#post-32681 that it is “the short loop” detailed in this blog post: https://community.magicmusic.net/threads/future-world-innoventions-plaza-area-music.5215/. See more discussion on MouseBits: https://mousebits.com/smf/index.php?topic=8802.msg83999#msg83999 and https://mousebits.com/smf/index.php?topic=6991.msg58935#msg58935 Also see the Magic Music thread https://community.magicmusic.net/threads/innoventions-dl.4465/#post-31990",1,Ascension,Russell Brower,Best of Both Worlds - The Second Audion Sampler,1:04,Edited; Some unreleased music included from 0:39 - 1:04,,,,,
Tomorrowland,Innoventions (interior),,,2,Papillion,David Arkenstone,In the Wake of the Wind,4:30,Edited,,,,,
Tomorrowland,Innoventions (interior),,,3,Introduction,,,0:51,,,,,,
Tomorrowland,Innoventions (interior),,,4,Future World Theme,,,5:31,,,,,,
Tomorrowland,Innoventions (interior),,,5,Arcs,,Walt Disney World Forever Project,1:06,,,,,,
